Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Ovary_Female3	Testis_Male4
ENSOANG00000010298	0.14	0.08	0.4	0.27	0.72
Locus_125480	0	0.1	0.07	0.07	1.18
ENSOANG00000002996	1.3	1.66	2.38	4.54	3.39
Locus_104809	0	7.35	0.18	0.36	0
ENSOANG00000021767	30.17	134.83	33.01	24.81	1.31
Locus_61515	0.28	0.6	2.15	2.79	0.45
blastnPan.Locus_82508	0	0	0	0	0
ENSOANG00000006400	9.79	38.15	44.21	20.52	36.13
ENSOANG00000011787	0.08	0.7	0.55	1.05	0
ENSOANG00000000446	4.89	0	0.09	0	0.05
ENSOANG00000005301	168.8	321.6	28.04	17.21	145.8
ENSOANG00000008651	0.28	0.95	3.41	0.48	0.55
Locus_124101	0	0	0	0	1.33
Locus_194306	0	0	0	0	46.03
ENSOANG00000002462	5.48	0.09	0.2	0	0.02
ENSOANG00000007804	7.21	38.37	26.38	11.92	16.89
ENSOANG00000004064	0.17	3.91	2.95	11.79	3.38
Locus_111627	0.21	0.28	0.78	0.59	2.07
ENSOANG00000011915	6.07	11.76	9.87	14.32	8.18
ENSOANG00000014523	159.99	268.08	124.52	154.86	610.01
ENSOANG00000003555	102.63	45.08	93.38	55.51	2.17
ENSOANG00000015297	1.26	0.52	0.29	3.06	0.68
Locus_70719	0.44	16.44	6.39	12.65	1.56
ENSOANG00000014877	8.51	27.35	24.32	24.87	11.49
ENSOANG00000004131	54.9	85.07	31.85	26.25	16.83
ENSOANG00000006659	89.37	157.17	16.22	14.47	168.13
ENSOANG00000005257	5.31	0.64	0.69	0.37	0.76
ENSOANG00000001129	17.9	12.02	20.36	20.58	8.02
ENSOANG00000010683	0.25	0.27	0.41	0.19	0.16
Locus_189265	0	3.48	0.89	1.97	0
ENSOANG00000011532	53.53	54.33	22.2	12.18	28.04
ENSOANG00000008000	10.25	2.35	1.26	0.04	0.25
ENSOANG00000009726	47.26	70.52	29.97	44.37	107.85
ENSOANG00000008078	10.35	29.24	26.14	18.2	5.48
ENSOANG00000004900	83.74	349.69	159.1	197.8	96.56
ENSOANG00000001488	127.61	123.22	64.2	53.38	95.69
ENSOANG00000004243	66.68	28.87	33.49	39.34	181.45
ENSOANG00000007194	7.47	5.53	5.16	2.39	2.58
ENSOANG00000019881	51.82	2.12	1.11	0.98	0.08
ENSOANG00000001846	21.23	15.09	14.43	19.4	1.79
ENSOANG00000000785	2.62	4.83	7.7	18.19	23.27
Locus_66353	0	0.29	0.24	0.24	21.56
Locus_171209	0.06	0.04	0.29	0.29	0.54
ENSOANG00000022616	2.21	1.97	6.88	8.95	2.66
Locus_178241	0	0	0	0.31	0
ENSOANG00000010349	9.52	85.4	36.35	38.51	72.33
ENSOANG00000020208	0	0	0.22	0.88	0.77
ENSOANG00000014424	0.76	0.7	0.97	2.66	0.24
ENSOANG00000003628	2.16	13.93	3.01	7.28	0.26
ENSOANG00000015189	0	0	0	0	0
Locus_173202	0	0.11	0	0	1.97
ENSOANG00000021086	0	0	0	0	0
ENSOANG00000006835	8.55	11.11	21.7	34.02	10.15
ENSOANG00000015341	0.31	17.24	10.84	34.47	0.05
ENSOANG00000000964	0	38.5	10	12.6	192.66
ENSOANG00000003612	0.23	0.09	0	0	2.29
ENSOANG00000000648	40.65	45.85	32.74	26.9	18.07
Locus_161663	1.38	0	0	0	0.59
ENSOANG00000008017	13.86	11.47	49.2	84.24	95.63
CUFF.93184	0.77	0.07	1.21	0.2	0.3
Locus_1693	0	0	0	0	1.42
Locus_133611	4.51	0	0	0	0.24
Locus_108220	0	0	0	0.11	1.42
Locus_42013	0	0.75	0.15	0.3	0.09
ENSOANG00000006964	3.88	4.44	10.88	6.08	2.47
Locus_22182	0.16	0	0.73	0.15	1.03
Locus_33560	0	0	0	0	0.82
ENSOANG00000022033	0.9	0.6	11.24	3.19	0.16
ENSOANG00000014804	5.98	3.57	6.93	7.88	4.07
Locus_75215	0	0	0	0	0.15
ENSOANG00000021454	0	0.16	0.11	0	64.04
ENSOANG00000009166	0	0.59	1.34	1.99	4.1
ENSOANG00000014091	100.64	30.58	51.38	34.15	290.18
ENSOANG00000007240	14.14	13.58	15.41	6.81	12.08
ENSOANG00000003180	0.76	11.04	0.96	1.5	10.67
ENSOANG00000020717	82.17	78.66	93.09	111.85	166.98
ENSOANG00000019920	0.4	0	0	0	1.3
Locus_33524	0.31	0.21	0.29	0	2.01
Locus_21653	0.76	1.01	0.69	0.35	2.65
ENSOANG00000000184	0.26	1.03	0.47	3.1	0.14
Locus_52298	0	0.39	0.72	0.91	0.11
ENSOANG00000001290	50	11.59	13.77	6.3	4.57
ENSOANG00000010932	50.37	53.97	31.03	36.36	77.93
ENSOANG00000010182	0.17	0.08	0.15	0.08	1.04
Locus_14137	0.25	0	0.23	0.23	0
ENSOANG00000002208	0.19	0.76	2.85	1.47	0.14
ENSOANG00000004149	9.82	12.79	6.44	5.22	20.19
ENSOANG00000014697	7.31	1.24	5.85	8.65	35.04
Locus_163163	0.42	0.09	2.28	4.23	0.89
Locus_177588	1.22	0.16	0.18	0.14	0.47
Locus_188821	0.03	0.69	0.13	0.67	6.47
ENSOANG00000020317	5.46	6.64	4.78	7.15	5.49
ENSOANG00000019853	1.74	3.9	4.18	3.42	4.21
ENSOANG00000003596	23.34	1.65	1.13	0.64	4.36
ENSOANG00000021039	36.69	157.03	603.91	1121.81	24.23
ENSOANG00000004774	11.82	4.32	14.05	16.31	47.55
blastnMacaque.Locus_394545	0	0	0	0	0
ENSOANG00000010074	2.86	15.37	10.94	23.41	2.19
ENSOANG00000021458	46.62	65.8	42.65	56.52	44.66
ENSOANG00000004505	0.05	0	0.05	0.19	0.38
ENSOANG00000007608	0	0	0	0	0
ENSOANG00000000279	7.8	64.3	24.9	33.8	520.28
ENSOANG00000008010	12.56	22.7	47.34	30.34	20.74
Locus_71177	0	0.07	0.1	0	1.45
ENSOANG00000004664	18.76	19.59	11.31	11.55	27.96
ENSOANG00000021072	0	2.15	176.08	22.63	0.55
blastnMouse.Locus_59587	0	0	0	0	0
ENSOANG00000019373	0	0	0	0	0
Locus_164709	2.23	0.87	0.84	0.85	0.14
ENSOANG00000011633	8.03	11.64	12.05	16.49	5.39
ENSOANG00000003378	0.13	0	0	0	0.07
ENSOANG00000012884	5.44	40.12	5.89	14.45	156.39
ENSOANG00000001084	0.55	3.5	6.3	4.38	0.61
Locus_162939	0.07	0.71	0.73	0.92	0.25
CUFF.90930	7.91	1.55	1.07	4.1	0.5
ENSOANG00000010823	0.64	2.77	4.25	2.88	0.11
ENSOANG00000006752	0.35	1.25	0.48	0.27	5.96
ENSOANG00000007756	16.05	41.87	16.91	6.87	12
ENSOANG00000001667	0.8	0.48	0.86	1.61	0.63
Locus_37227	1.83	1.35	1.12	0.57	6.24
ENSOANG00000001794	14.94	13.91	6.04	4.62	10.54
ENSOANG00000011166	43.75	22.12	17.38	11.17	8.86
Locus_60519	0	2.15	1.82	4.59	0
ENSOANG00000008535	164.18	503.95	48.52	51.03	288.59
ENSOANG00000012892	4.92	15.52	10.32	11.14	8.31
ENSOANG00000000480	0.11	0	0.1	0	0.06
ENSOANG00000005493	0.97	0	0.56	0	162.18
Locus_118335	12.87	6.65	13.44	17.46	75.86
Locus_78244	3.33	0.11	1.45	3.09	0.09
ENSOANG00000005456	0	0	0	0	0.29
ENSOANG00000010593	258.05	246.23	82.56	84.76	329.92
Locus_138319	0	1.35	0.56	0.94	0
ENSOANG00000021349	13.49	129.7	50.71	48.48	25.13
ENSOANG00000014905	11.18	21.48	3.86	0.27	2.32
ENSOANG00000015198	3.16	6.88	9.48	13.61	3.58
Locus_151549	0.19	2.01	0.17	0.35	0.2
ENSOANG00000009864	40.24	33.2	26.08	22.36	10.33
Locus_148118	0.39	0	0	0	1.98
ENSOANG00000000158	0.38	0	0.53	0.18	0.1
Locus_172105	12.1	0	0.1	0.1	0.11
ENSOANG00000006449	5.45	7.85	11.78	3.62	3.26
ENSOANG00000003820	353.7	158.33	159.58	219.11	380.89
ENSOANG00000013016	2.72	0.61	1.3	2.16	1.2
ENSOANG00000002162	200.24	189.64	57.88	68.05	341.08
Locus_14562	1.04	1.23	1.32	1.61	1.09
ENSOANG00000004292	1.2	5.4	5.76	4.77	13.26
ENSOANG00000021341	14.39	31.36	16.51	32.45	20.76
ENSOANG00000009810	14.92	17.11	25.03	36.79	38.72
ENSOANG00000012115	19.34	37.39	22.9	31.41	43.43
ENSOANG00000009145	0.76	0.31	0.23	0.59	16.06
ENSOANG00000022439	88.01	80	102.08	189.93	96.08
ENSOANG00000004753	6.99	12.13	21.09	16.56	2.04
Locus_75433	0.28	8.24	7.76	15.18	0.1
Locus_183413	0	0	0	0.14	1.05
blastnHuman.ENSG00000236528	0	0	0	0	0.18
ENSOANG00000004965	4.48	8.02	7.61	17.77	1.28
ENSOANG00000015509	1.24	0.18	0.73	1.15	1.58
ENSOANG00000015024	13.22	41.31	23.49	24.2	12.84
ENSOANG00000013984	2.59	7.07	29.12	14.88	0.72
ENSOANG00000014735	166.9	142.09	54.49	42.68	127.22
ENSOANG00000003004	0	0.08	0.31	0.21	0.06
ENSOANG00000011340	3.12	14.83	9.93	7.7	3.16
ENSOANG00000005020	0	0.1	0.58	0	0
ENSOANG00000014938	17.2	14.59	15.11	9.04	8.41
CUFF.81315	0	3.41	2.41	8.71	0
ENSOANG00000012137	14.68	0.07	0.46	0.23	0.89
ENSOANG00000007013	13.84	10.66	8.06	4.74	12.67
ENSOANG00000020345	7	10.41	15.53	34.48	10.29
Locus_119509	0	1.36	3.12	4.84	4.64
Locus_3676	0.5	1.41	2.38	0.61	0.17
ENSOANG00000015318	4.1	1.56	2.01	2.31	2.29
ENSOANG00000008595	29.41	103.96	36.66	22.37	23.58
ENSOANG00000006061	0.66	2.81	1.21	5.87	0.14
ENSOANG00000012104	5.25	16.7	15	9.89	4.6
ENSOANG00000003282	55.4	10.04	8.81	4.23	1.45
Locus_88529	0	1.85	0.76	2.58	0
ENSOANG00000006059	1.22	2.76	8.18	17.78	0.75
ENSOANG00000007682	11.74	0.46	2.29	0.46	3.7
ENSOANG00000014632	4.17	13.54	12.91	11.26	6.84
ENSOANG00000014964	45.89	23.77	29.96	44.94	26.3
Locus_148771	0.12	0.15	0	0.11	6.64
ENSOANG00000019792	117.78	15.11	7.24	2.6	10.85
Locus_76016	0.37	0.25	0	0	1.19
Locus_36628	0	0.38	0.78	0.52	0
ENSOANG00000015742	215.24	522.14	108.36	148.11	1205.86
Locus_122197	0.1	0.13	0.26	1.06	0.26
ENSOANG00000014057	304.76	307.43	358.1	349.46	963.86
Locus_163426	0	1.23	0.97	3.67	0
ENSOANG00000022685	6.15	4	4.94	7.27	43.83
CUFF.87202	0.09	0.17	0.56	0.65	0.75
ENSOANG00000021360	7.18	9.93	19.05	18.3	52.12
ENSOANG00000011764	1.66	3.25	5.15	6.17	58.34
CUFF.167823	0	0.19	1.03	0	1.05
ENSOANG00000010099	97.48	133.17	82.92	48.34	58.05
ENSOANG00000009899	11.42	186.55	122.69	263.11	17.68
ENSOANG00000013737	0	0.18	0.25	0.41	0.18
ENSOANG00000004617	0.37	0.94	1.17	1.06	0.1
Locus_178461	0	0	0	0	0
ENSOANG00000012100	10.98	11.66	9.7	10.65	38.75
Locus_188845	0.64	3.22	0.59	2.99	0
Locus_14121	0	0.21	0	0.29	0.25
ENSOANG00000000373	2.77	0.76	0.48	0.24	0.08
ENSOANG00000002231	0	0	0	0	0.04
Locus_97991	0	0	0	0	0.48
ENSOANG00000022298	51.09	4.22	8.05	2	2.33
Locus_195424	0	0.67	0.15	0.62	0.99
ENSOANG00000009957	35.14	60.39	47.09	60.95	105.35
ENSOANG00000011034	43.73	6.73	5.42	4.75	32.15
Locus_102887	0	0	0	0	3.41
ENSOANG00000003034	0.03	0.45	0.15	0.25	0.91
ENSOANG00000010164	16.24	9.1	3.87	3.91	14.29
ENSOANG00000005758	17.16	1.04	0.29	0.48	66.51
ENSOANG00000015462	14.74	15.74	5.72	4.3	70.46
ENSOANG00000010969	77.61	22.65	5.06	5.86	23.09
ENSOANG00000004390	3.37	3.37	8.14	11.41	8.48
ENSOANG00000010531	8.53	4.06	1.2	2.62	7.13
ENSOANG00000007313	3.2	2.44	4.22	6.01	10.69
ENSOANG00000002582	149.2	147.6	46.82	20.56	57.93
ENSOANG00000005722	0	7.51	6.71	13.47	0
blastnHuman.ENSG00000223726	0	0	0	0	0
blastnOrangutan.CUFF.137977	0	0	0	0	0
ENSOANG00000001510	11.23	1.91	0.22	0	0
ENSOANG00000022252	0	0	0	0	0
ENSOANG00000007684	0.1	0	0.19	0	4.51
ENSOANG00000005744	43.59	28.77	11.05	6.81	10.22
ENSOANG00000015392	18.44	5.09	11.55	11.26	23.99
ENSOANG00000003828	19.99	14.6	28.72	43.92	37.34
ENSOANG00000006444	0.6	14.33	3.06	5.39	101.26
Locus_50557	0	4.85	4.61	12.22	0
ENSOANG00000001733	12.8	53.18	17.65	24.77	93.4
ENSOANG00000015276	6.96	1.64	2.47	5.04	8
ENSOANG00000005954	0	0	0	0	0
blastnHuman.ENSG00000236436	0	0	0	0	0
ENSOANG00000008537	6.79	5.99	15.6	5.38	6.69
ENSOANG00000002498	14.86	30.59	8.49	14.71	0.48
ENSOANG00000010616	17.07	54.65	51.35	107.18	13.47
ENSOANG00000000470	2.54	2.33	9.16	11.78	0.58
ENSOANG00000005095	41.15	16.88	39.34	69.54	50.64
Locus_168912	1.05	0.14	0	0	0.34
ENSOANG00000010280	4.49	18.21	13.49	8.37	2.51
ENSOANG00000015302	11.93	12.03	4.58	6.28	9.03
ENSOANG00000002531	0	0.06	0.21	0	0.08
ENSOANG00000004547	32.17	18.06	16.15	14.59	34.31
Locus_127355	0	0	0.27	0	1.72
ENSOANG00000014701	37.66	49.24	15.91	18.73	52.7
ENSOANG00000020907	23.56	18.15	33.35	36.84	58.97
ENSOANG00000002076	2.08	1.38	3.81	1.04	0.17
ENSOANG00000013340	25.35	45.01	23.86	8.95	31.01
ENSOANG00000008710	0.08	3.14	0.35	2.44	0.04
ENSOANG00000022678	180.41	8.95	3.78	2.84	5.84
ENSOANG00000006392	47.79	68.37	20.96	14.02	51.62
ENSOANG00000015407	29.99	171.93	167.48	493.44	8.75
Locus_16911	0	0	0	0	0.47
ENSOANG00000020557	0.66	0.31	0.09	0	41.53
ENSOANG00000002701	3.4	1.02	5.6	6.5	1.87
ENSOANG00000010330	42.67	88.95	27.03	35.88	100.51
Locus_67869	5.15	17.73	2.36	1.79	4.63
ENSOANG00000015538	11.54	11.24	9.87	9.8	16.56
blastnOpossum.Locus_120882	0	0	0	0	0
ENSOANG00000002132	6.84	0.64	0.13	1.08	2.06
ENSOANG00000005660	25.46	0.25	0.15	0.2	0.09
ENSOANG00000004599	0.52	0	0	0	64.41
Locus_161556	1.87	0.67	0	0.22	0.34
ENSOANG00000006349	101.54	113.74	81.45	85.37	226.29
ENSOANG00000005802	6.79	13.22	20.7	23.12	7.43
Locus_96066	35.26	1.53	4.34	1.83	2.45
ENSOANG00000011174	75.34	35.43	13.14	18.67	82.07
ENSOANG00000020191	2.97	11.88	4.91	0.69	0.28
Locus_126476	0.13	2.53	0.46	0.12	57.29
ENSOANG00000013990	2.03	5.63	5.35	1.68	1.46
ENSOANG00000008072	6.81	27.46	16.31	14.24	5.97
ENSOANG00000000916	124.55	93.1	178.04	281.02	84.4
ENSOANG00000002402	0	5.47	4.94	16.53	7.47
Locus_94663	0	0	0	0	2.15
Locus_125445	0	0	0	0	0.69
ENSOANG00000000568	13.46	6.95	2.22	2.94	0.9
Locus_48183	0.82	0.18	0.75	1.01	0
ENSOANG00000019372	0.51	0.17	628.74	2.23	0
ENSOANG00000015560	51.74	82.72	30.18	45.46	69.92
Locus_34032	0	0.88	0.14	0	2.06
Locus_62928	6.35	1.29	0	0.26	6.99
blastnGorilla.Locus_291873	0	0	0	0	0
ENSOANG00000010140	6.93	31.67	3.29	10.54	0.37
Locus_374	1.49	1.76	0.53	0.64	3.06
blastnPan.Locus_60755	0	0	0	0	0
Locus_136307	0	0	0	0	1.74
ENSOANG00000007399	11.86	19.51	8.36	9.96	5.31
ENSOANG00000015314	13.49	10.94	6.48	5.34	115.93
ENSOANG00000013891	32.4	48.11	61.99	90.92	30.15
ENSOANG00000005021	0.03	0.19	0.15	0.07	0.15
ENSOANG00000009688	214.37	472.53	341.49	416.37	628.3
ENSOANG00000000238	0.63	3.31	7.81	6.41	1.91
ENSOANG00000004088	0	0.03	0.07	0.04	7.3
Locus_134232	0.36	0.48	0.33	2.65	0.38
ENSOANG00000005438	7.06	5.84	6.68	3.88	4.43
ENSOANG00000007115	1.92	1.28	6.16	0.89	0.86
ENSOANG00000022127	0.56	0.19	1.29	1.04	0
Locus_14364	1.19	0	0	0.73	0
Locus_189313	0.75	0.54	0.51	0.35	0.27
ENSOANG00000014582	0	1.03	0.58	0.39	3.15
ENSOANG00000014621	62.8	43.79	14.38	18.02	16.5
Locus_99919	0	0	0	0	4.58
Locus_61485	0	0.78	0.36	1.08	0.84
ENSOANG00000007280	17.4	1.23	0.23	0.11	0.63
ENSOANG00000004360	71.78	44.75	37.73	37.89	192.07
ENSOANG00000008419	39.55	0	0.07	0	0
ENSOANG00000007508	17.68	17.25	13.82	25.34	27.83
ENSOANG00000013014	0.41	0.04	0.02	0.06	0.35
Locus_99504	0	1.96	0.22	1.82	0
ENSOANG00000007555	0.08	0.26	0.4	0.52	2.24
ENSOANG00000004189	176.06	57.18	47.4	33.08	108.27
ENSOANG00000013619	5.7	10.6	6.31	4.78	0.58
ENSOANG00000022131	0.26	1.89	0.83	0.48	0.07
ENSOANG00000011717	3.43	1.7	2.16	1.82	1.48
ENSOANG00000003896	0.09	0	0.17	0.34	0
ENSOANG00000008639	9.45	0.17	0.48	0	0
ENSOANG00000015796	0.25	0.45	1.15	0.93	0
ENSOANG00000007497	25.25	33.32	14.12	8.44	73.34
ENSOANG00000012960	4.97	5.21	18.67	27.88	7.78
ENSOANG00000000255	78.62	76.47	26.71	25.76	110.66
ENSOANG00000011950	0.89	8.9	4.31	6.24	588.94
ENSOANG00000006796	1.18	2.71	2.41	3.53	0.14
ENSOANG00000001253	113.56	117.64	23.14	28.28	52.34
ENSOANG00000009637	0	0	0	0	0
Locus_109416	0	0	0	0	4.13
ENSOANG00000006307	0.21	0	0	0	0.23
ENSOANG00000012541	17.76	13.97	17.02	25.85	23.6
blastnChicken.Locus_110493	0	0	0	0	0
ENSOANG00000014685	12.96	2.52	3.36	3.29	114.42
ENSOANG00000007515	14.19	30.29	23.75	17.02	2.13
Locus_91230	0	3.87	3.61	9.39	0
ENSOANG00000009709	25.99	76.78	28.23	34.4	27.8
ENSOANG00000020280	1.18	5.6	8.15	8.75	0.38
Locus_172082	0	1.06	4.74	0	7.71
ENSOANG00000013639	80.84	141.9	61.32	78.5	323.78
ENSOANG00000012326	0.97	0.2	0.18	0.09	0.79
ENSOANG00000002262	1.94	5.58	18.37	36.73	0.56
ENSOANG00000014808	596.29	1.25	0.41	0.51	11.38
ENSOANG00000021294	9.97	14.68	8.54	6.73	23.78
Locus_189936	0	0	0	0	6.28
ENSOANG00000012686	0.66	1.84	8.9	13.09	1.72
ENSOANG00000011136	154.87	607.6	268.81	501.14	549.75
Locus_126549	0	0	0	0	2.48
ENSOANG00000013555	10.1	12.89	4.71	9.09	11.48
ENSOANG00000006462	62.79	96.74	25.28	23.41	417.36
ENSOANG00000003591	0.07	0.19	0.58	0.85	0.08
ENSOANG00000006115	11.9	0.3	0.21	0.42	0.25
ENSOANG00000021801	0	0	0	0	2.49
ENSOANG00000008494	23.39	23.59	25.74	43.51	87.85
ENSOANG00000001989	42.25	40.9	11.67	10.58	11.45
Locus_38804	0	0	0	0.43	0.74
ENSOANG00000004346	7	15.55	10.81	11.47	4.14
ENSOANG00000004703	9.8	8.85	2.92	2.29	5.77
Locus_114102	0.05	0.17	0.38	0.44	1.55
Locus_19557	0	0	0.93	0.57	0.33
ENSOANG00000000874	17.94	0	0.15	0	0.77
Locus_14144	0	6.47	2.54	5.79	0.37
ENSOANG00000020242	7.63	3.79	1.98	1.74	0.85
ENSOANG00000011684	11.02	1.46	0.6	1.35	0.16
Locus_92776	0	0.35	0.03	0.07	198.89
Locus_59629	0.45	0.2	0.14	0	0.16
ENSOANG00000010780	10.44	8.41	4.17	1.79	3.85
Locus_21100	7.21	2.99	4.98	4.26	2.82
ENSOANG00000001535	0.62	4.05	5.57	7.08	0.34
ENSOANG00000012502	1.36	3.96	3	2.03	0.02
ENSOANG00000002381	0.19	0.13	0.06	0.41	0.03
ENSOANG00000005182	37.12	67.5	114.04	136.44	175.33
Locus_158619	0	0.77	0	0	3.12
ENSOANG00000020541	0.73	2.5	3.53	5.52	4.79
ENSOANG00000013702	1.58	2.58	3.22	1.85	1.71
Locus_14455	0	0	0	0	0.2
ENSOANG00000001793	6.71	17.81	26.68	42.26	43.65
ENSOANG00000020859	0.32	0.32	0.44	1.79	0.17
ENSOANG00000009313	3.05	9.28	6.08	8.07	20.72
ENSOANG00000009725	7.09	0.1	0.14	0.07	291.8
Locus_192410	0	0.55	0.76	1.03	0.15
ENSOANG00000021811	0	0	0	0	0
ENSOANG00000004587	14.23	6.28	12.24	14.11	14.29
CUFF.128867	4.52	1.22	4.27	4.58	1.6
ENSOANG00000002968	3.63	3.88	5.17	2.84	8.6
ENSOANG00000008117	18.54	34.31	31.27	28.07	15.26
ENSOANG00000006212	5.49	0.23	0.31	0.32	3.51
ENSOANG00000022531	8.85	4.8	23.41	32.12	8.61
ENSOANG00000009798	9.48	13.37	8.69	3.62	5.11
Locus_155580	0.29	0	0	1.64	0.16
ENSOANG00000000966	0.57	1.23	0.73	2.25	0.69
ENSOANG00000012663	0.27	1.15	0.33	1.18	0.1
ENSOANG00000001010	595.23	243.21	116.53	92.16	262.55
Locus_70737	0	0	0	0	1.37
ENSOANG00000022285	8.62	13.35	34.47	28.69	6.16
Locus_33595	0	0	0	0	1.11
ENSOANG00000010069	0.2	0.02	0.05	0.02	1.01
ENSOANG00000004352	6.27	19.56	8.54	6.61	2.82
Locus_173558	0	0.07	0	0	1.91
Locus_104573	8.03	0	0	0	0.15
blastnHuman.Locus_102915	0	0	0	0	0
Locus_148169	0	0	0	0	1.03
CUFF.50676	0.31	0.21	0	0.14	0.08
ENSOANG00000001769	12.2	54.1	38.53	49.56	32.95
ENSOANG00000007369	1.63	12.49	15	33.14	0.59
ENSOANG00000007213	342.68	261.59	85.6	93.75	179.97
ENSOANG00000010052	22.4	1.46	0	0.51	0
Locus_163183	0	0	0.69	0.93	0.27
ENSOANG00000008916	0.2	19.12	33.89	19.57	0.4
ENSOANG00000014039	84.02	65.6	29.03	10.13	72.32
Locus_58892	0.42	1.94	18.55	19.91	0.67
ENSOANG00000020162	17.72	1.17	10.94	6.87	4.54
Locus_189237	0.39	0.2	0.08	0.2	0.54
ENSOANG00000015339	8.36	6.54	6.49	5.59	7.85
ENSOANG00000003918	0	0.32	0.09	0.09	0.05
ENSOANG00000011457	61.97	7.73	8.29	2.91	5.67
Locus_154556	0.09	0.18	0	0.25	1.45
ENSOANG00000012746	9.71	35.23	23.7	27.75	58.52
ENSOANG00000003931	3.51	9.16	9.81	11.91	4.72
ENSOANG00000013952	8.38	38.3	24.6	31.98	32.71
ENSOANG00000012437	6.47	12.86	8.3	4.83	3.3
ENSOANG00000009681	22.66	18.09	27.45	36.31	21.63
ENSOANG00000000324	0.27	0.35	2.44	1.73	25.97
ENSOANG00000002921	0.06	0.15	1.14	1.16	13.5
ENSOANG00000013765	0	0.68	0.87	1.47	0.04
Locus_31655	0	0.64	0.29	1.48	0
ENSOANG00000002393	1.75	4.66	16.36	17.35	0.47
Locus_167264	0	0	0	0	3.23
ENSOANG00000003157	55.01	33.35	5.26	2.21	51.15
ENSOANG00000022111	0.11	0	0	0	0.12
Locus_159873	0	0	0	0	4.95
Locus_45501	0	0.11	0	0	4.32
ENSOANG00000020662	2.53	0	0	0.47	0
ENSOANG00000000683	29.77	23.74	14.92	17.96	37.97
Locus_173562	0	0	0	0	1.16
Locus_141912	0	0	0	0	1.44
ENSOANG00000002192	0	0	0	0	0.03
ENSOANG00000007479	1.98	1.71	2.06	2.96	0.7
ENSOANG00000022135	27.2	21.71	20.38	18.41	17.32
Locus_146539	0.08	0	0	0	2.04
ENSOANG00000009933	6.1	1.13	4.45	6.95	1.39
Locus_51656	0.63	8.5	5.18	7.95	1.24
Locus_32932	1.38	0.21	0.19	0	1.03
ENSOANG00000011525	0.08	0.03	0.03	0	8.83
ENSOANG00000002563	8.29	6.23	3.1	2.48	14.5
ENSOANG00000013294	15.26	21.33	43.25	45.51	28.54
ENSOANG00000020395	1.28	4	6.47	6.47	5.75
Locus_157081	0	1.02	1.25	1.42	0.64
Locus_41951	0	0.21	0.24	0.21	0.07
ENSOANG00000001684	5.94	5.73	17.58	8.94	3.64
ENSOANG00000015716	8.12	12.82	32.72	33.08	17.34
ENSOANG00000014151	14.52	23.89	11.75	8.45	20.09
Locus_66260	1.09	0.07	0.23	0	2.24
Locus_130641	0	0	0	0	0.99
Locus_93779	0	0	0	0	0.86
ENSOANG00000022479	0.54	1.8	3.59	2.88	2.55
ENSOANG00000012847	2.32	1.08	10.74	11.42	3.54
Locus_141178	0	0	0	0	0.79
ENSOANG00000008797	0.51	2.19	11.57	20.48	0.79
Locus_87638	0	9.84	1.78	4.56	0
ENSOANG00000020718	25.01	31.71	21.75	27.91	32.71
Locus_5773	0	0	0	0	0.84
CUFF.8779	0.18	0	0	0	4.77
Locus_162000	0	0	0	0	4.13
ENSOANG00000004432	22.73	34.42	43.53	12.16	7.51
blastnGorilla.Locus_293853	0	0	0	0	0
ENSOANG00000007174	2.33	2.38	1.15	1	0.52
ENSOANG00000006111	67.23	80.32	27.93	13.25	18.93
ENSOANG00000005111	5.26	22.19	32.61	19.25	1.63
ENSOANG00000001234	5	12.33	11.52	7.61	2.79
blastnChicken.Locus_51980	0	0.47	0	0	0
ENSOANG00000003748	0.37	1.35	2.31	2.43	3.51
ENSOANG00000019996	0	0	0	0	0
ENSOANG00000011913	64.88	38.48	80.91	89.85	81.96
ENSOANG00000015554	24	15.89	22.49	22.99	19.51
Locus_182190	0	0	0	0	0.96
ENSOANG00000010192	0	6.46	11.14	6.17	1.61
Locus_26589	1.62	0.31	0.21	0.21	0.87
ENSOANG00000004003	71.47	42.25	42.45	80.13	60.84
ENSOANG00000010085	4.62	1.83	3.73	6.41	1.46
Locus_101331	1.46	1.39	0.29	0.58	0.11
ENSOANG00000015380	8.28	38.49	9.32	7.92	33.63
Locus_188679	0	0	0	0	0.16
ENSOANG00000004743	0	0	0	0	0
blastnMouse.ENSMUSG00000038408	0	0	0	0	0
ENSOANG00000011551	0	2.71	0.9	2.34	0.43
ENSOANG00000009337	52.64	33.78	58.65	84.88	41.69
Locus_75271	0	3.21	0.84	3.61	0
Locus_121352	0	0	0	0	2.57
ENSOANG00000001017	10.37	10.67	88.36	12.83	5.77
ENSOANG00000001417	4.37	0.15	0.42	0.85	0.06
Locus_193364	0	0	0	0	0.7
ENSOANG00000020895	0	0	0	0	0.09
ENSOANG00000021769	9.14	16.82	9.97	1.53	27.19
ENSOANG00000001204	33.44	25.07	125.75	149.03	67.09
ENSOANG00000003877	4.76	8.39	4.98	3.81	15.06
ENSOANG00000000399	115.64	12.52	1.5	1.58	3.56
ENSOANG00000015823	17.26	33.69	6.88	0.83	4.57
ENSOANG00000002048	12.24	8.07	11.22	17.92	12.79
ENSOANG00000004153	89.21	79.96	506.95	416.34	75
ENSOANG00000000986	0.86	0.55	0.05	0.11	2.91
