TNMD	27
ST6GALNAC6	322	
SHKBP1	128	
RDH13	48	
ZER1	399	
ZDHHC12	41	
PKN3	65	
SPTBN4	56	
BRSK1	5	
COX6B2	0	
TMEM190	0	
NLRP4	0	
PPAPDC3	365	
TAOK1	247	
MED27	31	
DEDD2	124	
SIK3	257	
MPZL3	26	
AMICA1	238	
NEK8	13	
TLCD1	4	
PCSK7	2843	
SAFB	303	
CD3G	5	
S100A1	723	
CHTOP	301	
CXCR5	183	
ZBTB7B	177	
FLAD1	106	
SHC1	484	
NLRX1	176	
ADAR	608	
IL6R	190	
UBE2Q1	160	
CHRNB2	0	
CRTC2	165	
ANO10	155	
FDPS	156	
RUSC1	130	
PAQR6	25	
PMF1	81	
SLC25A44	222	
LMNA	2862	
CCR5	7	
NBEAL2	395	
CCDC12	68	
PTH1R	28	
UBQLN4	276	
MYL3	3135	
PPP1R35	26	
GPATCH4	109	
LRRC71	6	
FCRL3	4	
AZGP1	144	
FGFR4	15	
CYP3A4	2	
NACC1	130	
CYP11B1	0	
HK3	31	
LY6K	28	
ZNF394	107	
CPSF4	95	
LY6E	292	
VPS28	314	
TONSL	17	
MUM1	172	
LRRC14	147	
ZNF333	94	
FOXH1	45	
ORAI2	60	
ALKBH4	23	
CCDC105	0	
SH2B2	107	
C5orf45	1716	
SQSTM1	2814	
MGAT4B	215	
RPL8	2539	
MAML1	188	
PGLYRP2	0	
LRWD1	54	
FBXL13	0	
NAPEPLD	88	
SCGB3A1	0	
PSMC2	342	
CELF5	6	
MFSD12	135	
YDJC	26	
CCDC116	2	
DVL3	500	
AP2M1	660	
ABCF3	241	
FBXO27	31	
BDH1	111	
NPHS1	1	
THAP8	17	
COX7A1	887	
ZNF382	11	
LRRC56	9	
PLXDC1	94	
PGAP3	67	
IKZF3	1	
GRIN2C	6	
FDXR	20	
SAP30BP	183	
ACOX1	328	
PRPSAP1	88	
CYGB	86	
SRSF2	685	
ZNF577	47	
TMEM143	209	
KLHL10	2	
CCDC155	0	
HCRT	1	
ALDH16A1	65	
DCD	0	
ITGA5	417	
SIGLEC11	1	
ZNF385A	312	
MPP3	17	
CD300LG	136	
IZUMO2	0	
NAGS	5	
LSM12	171	
ASB16	158	
EMC10	245	
JOSD2	43	
SHANK1	5	
FAM171A2	7	
DBF4B	41	
FMNL3	263	
AQP5	1	
RACGAP1	31	
LARP4	197	
GRASP	236	
RAVER1	54	
KRT84	0	
KRT82	0	
SYCE2	9	
SPC24	41	
IP6K3	227	
LEMD2	123	
ALOX15	3	
TREML1	1	
ZNF653	11	
MED11	58	
CXCL16	62	
SCIMP	10	
BCL6B	101	
ASGR2	3	
TNFSF13	17	
SENP3	31	
FGF11	4	
EIF4A1	57	
CCDC42	0	
POLR3K	36	
SNRNP25	104	
PRR35	1	
WDR90	68	
MSLNL	0	
SSTR5	1	
SPSB3	231	
HS3ST6	0	
CCNF	14	
TBC1D24	140	
AMDHD2	72	
NTN3	2	
CCDC64B	7	
PAQR4	35	
FLYWCH2	63	
ZG16B	0	
ZNF75A	58	
ADCY9	552	
SHANK2	41	
CLPB	55	
NEU3	60	
CYB561A3	194	
PPP1R32	11	
ASRGL1	10	
GNG3	6	
UBXN1	335	
TTC9C	35	
TAF6L	85	
NXF1	619	
STX5	97	
SLC25A45	77	
RPL29	1523	
ITIH3	160	
SYVN1	254	
ZFPL1	92	
RPS6KA4	103	
LRP5	280	
TPCN2	60	
FGF19	0	
CYP4A22	0	
PDZK1IP1	5	
TAL1	40	
CMPK1	404	
BEND5	17	
ELAVL4	1	
ZYG11B	639	
SLC1A7	19	
MAGOH	58	
ACOT11	51	
FAM151A	12	
PARS2	8	
C1orf177	1	
BSND	52	
USP24	531	
PPAP2B	516	
NOL9	110	
PRKAA2	482	
KLHL21	865	
ZSWIM5	21	
GMEB1	45	
SLC45A1	7	
SEPN1	406	
AK4	107	
JAK1	699	
RAVER2	117	
CTRC	1	
LZIC	66	
RBP7	43	
KNCN	0	
FBLIM1	167	
TMEM82	0	
SLC25A34	236	
AKR7A3	14	
DRAXIN	3	
PDPN	33	
LRRC38	54	
DHRS3	224	
MATN1	0	
LAPTM5	307	
SDC3	178	
PEF1	157	
SYNC	508	
KIAA1522	154	
TSSK3	15	
TMCO4	55	
UBXN10	16	
CAMK2N1	144	
ALPL	51	
WNT4	12	
TTLL10	1	
SCNN1D	20	
CCDC27	1	
IL23R	1	
DIRAS3	4	
C1orf87	1	
NFIA	320	
MYSM1	130	
TM2D1	90	
USP1	127	
FUBP1	206	
NEXN	2333	
DNAJB4	1140	
ELTD1	122	
LRRIQ3	3	
LRRC53	0	
TYW3	57	
LHX8	0	
SNX7	48	
B3GALT2	1	
NTNG1	4	
FAM102B	53	
HENMT1	18	
AKNAD1	2	
WDR63	1	
GBP2	260	
ATXN7L2	110	
GBP4	100	
ZNF326	107	
HFM1	6	
BRINP3	1	
GFI1	2	
KCNT2	5	
AGL	1677	
VCAM1	51	
EXTL2	51	
SLC30A7	65	
ZNF281	67	
ARPC5	210	
CADM3	129	
NLRP3	14	
ZNF496	144	
TRIM58	1	
SLAMF9	0	
OR2M5	0	
KCNJ9	2	
IGSF8	162	
DDR2	454	
PEA15	755	
PEX19	319	
NCSTN	303	
VANGL2	13	
SLAMF6	7	
OLFML2B	129	
FCRLB	0	
SLC9C2	1	
KLHDC9	10	
LMX1A	6	
LRRC52	1	
FLVCR1	24	
FAM71A	2	
ATF3	2609	
RBM15	43	
DENND2D	33	
AXDND1	0	
TDRD5	3	
IER5	992	
SNED1	275	
BPNT1	54	
SPATA17	3	
C1orf115	145	
BROX	159	
NBPF8	5	
ACP6	30	
WDR64	0	
KIF26B	6	
TFB2M	41	
CNST	212	
KLHDC8A	4	
PM20D1	3	
PKDCC	410	
OXER1	12	
B3GALNT2	123	
MAPKAPK2	798	
IL20	1	
IL24	0	
FAIM3	6	
PIGR	7	
FCAMR	0	
CAPN2	849	
MRPL55	75	
C1orf145	57	
WDR26	559	
REL	30	
PUS10	33	
PEX13	103	
KIAA1841	55	
TRIM17	2	
RFTN2	36	
DISC1	13	
CAPN13	5	
LRRTM1	67	
DPY30	62	
TYW5	36	
C2orf47	40	
KCNF1	0	
PQLC3	72	
ARL5A	259	
FAM84A	12	
KCNJ3	20	
NEUROD1	0	
CLHC1	7	
FRZB	138	
DUSP19	10	
NUP35	26	
CCDC138	8	
ZSWIM2	0	
FBXO41	10	
SMC6	83	
VSNL1	4	
H3F3A	340	
ANKRD30BL	0	
ADCK3	3285	
SLC16A14	35	
TEKT4	1	
EN1	19	
SGCB	691	
SPATA18	33	
NOSTRIN	65	
CFAP221	6	
CCDC140	1	
SGPP2	14	
INHBB	54	
XIRP2	9238	
SMARCAD1	86	
HPGDS	10	
PDLIM5	2926	
PDHA2	0	
STPG2	1	
RPRD2	324	
ANKRD23	166	
CTSS	290	
MSX1	36	
PACRGL	21	
BNIPL	6	
C1QTNF7	84	
TNFAIP8L2	12	
LYSMD1	56	
SCNM1	187	
TMOD4	0	
VPS72	131	
RNF149	227	
IWS1	185	
BOLA3	68	
CDC42EP3	254	
S100A11	388	
LCE3D	0	
SMCP	0	
IVL	0	
SPRR3	0	
DHX57	76	
SPRR2D	0	
BMP10	0	
PGLYRP4	0	
ARHGAP25	72	
S100A9	679	
S100A12	19	
TGFA	11	
TDRD10	21	
CCNYL1	116	
FZD5	34	
CRYGC	0	
DCAF16	117	
C1orf189	0	
NPPC	2	
GNPDA2	83	
ALPP	0	
GABRG1	0	
ALPPL2	0	
GABRB1	0	
PAQR3	117	
NIPAL1	21	
ALPI	0	
ANTXR2	201	
HELQ	57	
MRPS18C	129	
CGGBP1	370	
GPR155	58	
DAPL1	3	
PMVK	109	
PBXIP1	995	
CLDN1	52	
PYGO2	157	
HIPK1	364	
LENEP	0	
DCST2	11	
DCST1	3	
COL6A3	1036	
C1orf106	1	
YY1AP1	227	
KBTBD8	15	
FAM19A4	0	
EOGT	152	
LMOD3	1261	
APOA1BP	139	
POGLUT1	42	
SLC22A15	27	
CCKAR	0	
ATP1A1	1512	
SLC15A2	8	
EIF4E3	358	
PROK2	23	
LRRC58	116	
FSTL1	1301	
LMOD1	1645	
ELF3	33	
PDCL2	0	
TMEM183A	120	
TMEM169	1	
IGFBP7	2187	
TRIM46	5	
KRTCAP2	5	
CXCR1	181	
ARPC2	718	
CCT3	429	
TMEM79	30	
SSR2	254	
RNF25	45	
STK36	63	
ADORA1	10	
NEK10	46	
CCDC141	96	
CRYBA2	0	
IHH	0	
KIAA1524	2	
EOMES	1	
CWC22	94	
AZI2	160	
TGFBR2	806	
RETNLB	0	
ANKZF1	136	
HDAC11	146	
FCRL4	0	
TRAT1	2	
FBLN2	1240	
GLB1L	15	
STT3B	589	
CHCHD4	67	
DPPA2	0	
NFASC	167	
FCRL1	1	
SGOL2	8	
SERPINI1	77	
CLASP2	354	
SUCLG1	424	
NUAK2	50	
SPTA1	1	
PRKCI	99	
MNDA	287	
PYHIN1	3	
IFI16	334	
AIM2	7	
EFHB	3	
EIF5A2	25	
SLC2A2	0	
RPL22L1	21	
FABP1	0	
PPM1L	279	
ICA1L	40	
CTLA4	0	
ICOS	2	
RYBP	155	
PPP4R2	193	
CD200R1	7	
GTPBP8	65	
SPICE1	27	
KIAA1407	22	
CADPS	16	
NKX6-1	102	
CDS1	62	
WDFY3	209	
COX18	50	
PTPN13	72	
SYNPR	0	
ALB	3	
C3orf49	1	
C4orf36	45	
THOC7	180	
ATXN7	159	
PSMD6	261	
PRICKLE2	120	
ADAMTS9	96	
PPM1K	92	
ERICH6	0	
CLRN1	0	
GMPS	144	
TIPARP	240	
CCNL1	1516	
PTX3	3	
HESX1	2	
DCLK3	11	
SLMAP	687	
RPL9	1636	
SMIM14	197	
ABHD6	64	
DNASE1L3	12	
C3orf67	0	
RBM47	193	
APBB2	276	
IL17RE	55	
IL17RC	106	
CRELD1	143	
PRRT3	22	
FANCD2OS	2	
PCOLCE2	219	
U2SURP	304	
MTMR14	194	
TTC14	128	
CXCL3	21	
CXCL5	1	
PPBP	6	
PF4	0	
MTHFD2L	52	
CXCL1	19	
RCHY1	138	
PLSCR2	0	
CCDC158	2	
CPA3	28	
GYG1	1337	
HPS3	61	
TM4SF18	33	
TOPBP1	88	
RYK	218	
SNRK	238	
TCF23	0	
DNAJC5G	0	
UCN	32	
ZNF513	40	
SLC4A1AP	136	
PLB1	8	
SPDYA	14	
KIAA1143	182	
KIF15	1	
TGM4	1	
WDR43	94	
ZDHHC3	326	
CDCP1	16	
CLEC3B	106	
SLC6A20	1	
LZTFL1	46	
FYCO1	1203	
CCR1	61	
RTP3	0	
LRRC2	795	
ELP6	55	
FBXO40	1082	
DTX3L	159	
NMNAT3	58	
SMIM12	121	
ZMYM6	40	
TPRA1	113	
YEATS2	92	
GRIK3	15	
ZC3H12A	214	
MEAF6	136	
SNIP1	74	
DNALI1	28	
KLF15	107	
CCDC37	1	
CAMK2N2	0	
LIPH	55	
TMEM41A	51	
RPN1	493	
SENP2	197	
HEYL	149	
IFT122	90	
RHO	1	
RFC4	23	
RPL39L	10	
BAP1	361	
TKT	471	
PRKCD	324	
RFT1	36	
SFMBT1	57	
GNL3	177	
PBRM1	195	
UVSSA	91	
FAM208A	159	
ARHGEF3	103	
SLBP	104	
LRPAP1	363	
ZDHHC19	3	
SLC51A	52	
RNF168	117	
PIGX	92	
MFI2	15	
OTOP1	0	
S100P	27	
ABLIM2	413	
CLDN19	18	
ERMAP	54	
ZNF691	26	
AIMP1	186	
SGMS2	51	
METAP1	183	
DNAJB14	95	
H2AFZ	229	
EMCN	150	
SLC9B1	12	
SLC9B2	31	
BDH2	58	
PGRMC2	350	
CDC25A	2	
CAMP	3	
ZNF589	70	
FBXW12	0	
PLXNB1	217	
CCDC51	25	
ATRIP	26	
SHISA5	346	
SPRY1	160	
BSN	9	
APEH	343	
INTU	62	
HSPA4L	56	
MFSD8	67	
C4orf29	77	
CAMKV	2	
MON1A	41	
MST1R	5	
RAD54L2	182	
GRM2	10	
DUSP7	94	
POC1A	4	
PPM1M	77	
ETNPPL	0	
WDR82	529	
PITX2	149	
C4orf3	403	
PRSS12	8	
NDST3	2	
HMGB2	135	
SAP30	28	
SCRG1	9	
HAND2	4	
MAD2L1	10	
ANXA5	889	
ADAD1	0	
MAP9	28	
GUCY1A3	98	
FBXO8	59	
CEP44	61	
HPGD	35	
ASB5	922	
C4orf45	1	
TMEM144	23	
FAM198B	242	
NPY1R	208	
NPY5R	17	
NAA15	174	
IL15	36	
FAM160A1	82	
ARFIP1	97	
ICE1	204	
HHIP	32	
ANAPC10	35	
ABCE1	138	
OTUD4	340	
LSM6	29	
TMEM184C	140	
ITGA2	17	
MOCS2	211	
SLC45A2	4	
EDIL3	202	
TMEM161B	51	
ELOVL7	39	
ZNF474	2	
LMBRD2	79	
RANBP3L	17	
NIPBL	196	
RNF180	37	
GPR98	4	
SLC25A46	274	
STARD4	43	
PGGT1B	48	
F2RL2	2	
CCDC112	24	
ANKRD33B	5	
CMBL	411	
PRRC1	92	
F2RL1	16	
AGGF1	103	
WDR41	104	
NDUFS4	209	
SCGB3A2	0	
SPINK1	0	
HTR4	7	
ESM1	11	
GRPEL2	55	
CDC20B	2	
ARSK	21	
RHOBTB3	298	
GPX8	40	
TIGD6	14	
SERINC5	11	
ENPP6	16	
CAGE1	0	
CASP3	95	
ERAP1	389	
ERAP2	102	
CMYA5	13606	
EGFLAM	162	
TMEM174	0	
CARTPT	0	
RICTOR	224	
PAPD4	155	
ANKRA2	32	
UBLCP1	63	
FAM170A	0	
UTP15	47	
TLR3	30	
NSA2	204	
GFM2	144	
TERT	0	
SLC6A18	0	
CCDC127	126	
FOXQ1	4	
C6orf195	5	
GPR111	0	
ACSL6	21	
IL3	0	
CSF2	0	
SEPT8	201	
SHROOM1	38	
GDF9	73	
UQCRQ	370	
LEAP2	20	
GJB7	1	
SLC35A1	21	
GRIK2	6	
MB21D1	23	
FABP7	23	
TXLNB	1919	
CITED2	331	
FAM26D	1	
T	0	
CREBRF	150	
DCBLD1	55	
SFXN1	64	
SAMD3	4	
TMEM200A	10	
IL22RA2	0	
DACT2	2	
PDSS2	40	
C7orf72	0	
STXBP5	55	
HIST1H2AA	0	
IL31RA	1	
ANKRD55	2	
PI16	157	
TBX20	0	
KIAA0895	23	
STK17A	102	
TRA2A	229	
FAM183B	1	
GALNT10	100	
SAP30L	195	
RPS14	1715	
HCN1	23	
MYOZ3	763	
COG5	319	
NEUROD6	0	
C7orf60	27	
GPR85	4	
SLU7	246	
RP9	34	
CAMLG	155	
BMPER	32	
RELL2	30	
KCNK5	19	
KIF6	2	
ZNF12	80	
SLC29A4	73	
C7orf62	0	
CDCA7L	28	
SP8	0	
MIOS	218	
KIAA1324L	53	
USP49	36	
SYTL3	53	
IQUB	1	
HEY1	27	
ZNF704	197	
FABP5	145	
SHH	0	
TAGAP	80	
COL1A2	1984	
FNDC1	40	
CHMP4C	19	
SLC13A4	22	
PGAM2	1774	
BRI3	232	
LMTK2	186	
CTSB	1094	
SOX17	75	
DLC1	366	
ADCY1	118	
SUN3	0	
C7orf57	0	
HNF4G	0	
PEX2	172	
RAD21	461	
SLC30A8	0	
MED30	24	
TNFRSF11B	10	
SBSPON	101	
PHKG1	353	
EN2	1	
KCNV1	0	
CSMD3	1	
SPIDR	133	
ORC5	51	
DEFA5	0	
DEFA4	1	
OSGIN2	215	
DEFB1	269	
SUN1	1028	
OXR1	307	
TMEM74	12	
NOS3	177	
SPAG11B	0	
CA3	27922	
CDK5	20	
SLC4A2	285	
SLC7A13	0	
FASTK	425	
TMUB1	134	
GBX1	5	
PHAX	125	
FOXK1	280	
COX6C	434	
OSR2	48	
BAALC	34	
FZD6	87	
CTHRC1	19	
SLC25A32	92	
DCAF13	100	
DCSTAMP	0	
TP53INP1	115	
INTS8	114	
KIAA1429	148	
FREM1	94	
GEM	61	
PDP1	214	
TMEM67	16	
KIAA0196	145	
RPP25L	99	
FAM219A	199	
C9orf24	11	
SNAPC3	134	
KIAA1161	530	
NUDT2	74	
TMEM65	103	
PSIP1	243	
CCDC171	13	
UBAP1	300	
DIRAS2	3	
SYK	124	
NIPSNAP3B	103	
ABCA1	240	
NFIL3	406	
LETM2	11	
METTL2B	114	
PRKACG	0	
ZMAT4	0	
NKX6-3	2	
TMEM71	45	
MAMDC2	85	
PRSS37	0	
CPA6	0	
TMC1	0	
ALDH1A1	319	
KDM1B	95	
HGSNAT	343	
RASEF	19	
GKAP1	95	
KIF27	10	
C9orf64	42	
SSMEM1	0	
SVEP1	422	
TRPV6	3	
C7orf34	3	
ANKS6	76	
FBP1	12	
TMEM246	67	
ZHX1	158	
CXorf22	0	
CYBB	88	
DYNLT3	115	
WBSCR27	7	
MID1IP1	598	
C9orf84	36	
KIAA1958	21	
PTCHD1	13	
RNF183	0	
ASB11	441	
PCDH19	28	
PIGA	70	
FIGF	54	
OR1Q1	0	
STRBP	57	
CLDN3	1	
C9orf89	68	
ATP7A	50	
ZNF367	13	
NLGN4Y	0	
HDX	7	
NDUFB6	124	
NOL6	147	
AQP3	22	
TRMT10B	50	
VCP	1395	
PIGO	88	
STOML2	226	
BRWD3	79	
SLITRK5	7	
MELK	0	
ARMC3	0	
OTUD1	3948	
ARHGAP12	129	
FAT3	15	
CCDC67	0	
HECTD2	85	
SLC7A3	1	
FBXO33	52	
DDX26B	37	
GPR101	0	
LRFN5	5	
LRRC18	0	
SPTSSA	94	
WRN	44	
MARCH8	171	
TSHR	3	
CFL2	2512	
SUGT1	193	
GTF2A1	149	
ZCCHC24	518	
PGM2L1	68	
PHYHIPL	73	
SLC16A9	18	
FOLR2	50	
INPPL1	723	
PHOX2A	0	
MBL2	0	
GJB2	4	
CRYL1	88	
REEP3	176	
HEPACAM	46	
SKA3	0	
PCF11	361	
PKNOX2	69	
RPL10L	0	
LRR1	9	
RPL36AL	303	
DNAAF2	20	
C10orf10	487	
ZNF22	73	
KLHDC2	311	
EML5	42	
NEMF	203	
RPUSD4	472	
ARF6	138	
TTC8	24	
TMEM63C	1	
NGB	0	
NOXRED1	1	
CDX2	0	
AMER2	1	
AKR1E2	5	
KBTBD6	27	
SSX3	0	
OTX2	0	
FAAH2	9	
DRGX	0	
NUDT5	72	
DACT1	82	
OXGR1	51	
UCMA	0	
BEND7	100	
ATP5C1	513	
PRPF18	27	
TAF3	95	
VSTM4	150	
VDAC2	634	
SOHLH1	0	
COMTD1	45	
SLC18A2	54	
PDZD8	93	
ZNF503	75	
FAM175B	81	
QSOX2	48	
FAM204A	149	
NSD1	224	
PRDX3	717	
ENOX2	59	
GHITM	983	
CLEC1B	2	
SNAPC4	81	
TMEM52B	49	
PMPCA	199	
SDCCAG3	84	
FRMD7	0	
AK8	2	
C9orf9	20	
TSC1	330	
GFI1B	0	
HPRT1	64	
LOH12CR1	24	
FAM69B	64	
ZMYND19	45	
STOX1	14	
RET	35	
DDX21	262	
BMS1	173	
STK32C	12	
KIAA1462	183	
OR4K2	0	
FUNDC2	527	
TMEM55B	137	
METTL17	148	
SLC39A2	0	
NDRG2	3961	
RNASE7	2	
ARHGEF40	277	
NSMF	169	
ZNF219	177	
C12orf50	38	
CASP7	104	
PPP1R36	3	
BTNL9	427	
VWA2	2	
METTL3	151	
SALL2	22	
TRUB1	42	
ERICH6B	8	
CYP2C19	0	
ZFYVE1	116	
C10orf82	7	
HSPA12A	146	
FRAT1	28	
UBTD1	78	
ANKRD2	1848	
E2F7	1	
ARHGAP42	45	
ISCA2	58	
OTOGL	4	
PACSIN3	897	
TTC7B	178	
SLC39A13	231	
PSMC3	407	
RAPSN	120	
AGBL2	1	
TC2N	61	
CPSF2	165	
SMCO2	0	
MOAP1	142	
IFI27L1	21	
IFI27	315	
SERPINA12	0	
CLMN	177	
PDZRN4	44	
SLC6A5	0	
CCDC38	0	
NELL1	1	
PTER	79	
C1QL3	0	
CACNB2	26	
PTPLA	51	
ARL5B	281	
SMCO4	12	
KCNC2	3	
TAF1D	120	
ABTB2	120	
R3HCC1L	53	
AMOTL1	742	
HTRA1	341	
LIPC	3	
CEP57	109	
TCP11L2	80	
PASD1	1	
SPRED1	85	
TMCO5A	0	
GPR176	52	
JAM3	218	
IL25	7	
CMTM5	19	
GLB1L3	0	
ADAMTS15	85	
SVOP	2	
SPATA19	0	
GPT2	675	
AMN	112	
RAB8B	96	
IKBIP	37	
RPUSD2	20	
HIF1AN	710	
NDUFB8	38	
ZFYVE19	84	
PPP1R14D	0	
SPINT1	159	
FBN1	731	
AVPR1A	127	
C16orf78	0	
DEPDC4	0	
LRTM2	0	
BRD7	334	
CKB	487	
TRMT61A	61	
BTRC	112	
POLL	99	
BAG5	138	
DPCD	34	
LARP6	84	
API5	284	
ASPG	6	
ZNF319	62	
HPS6	30	
SENP8	24	
NOLC1	404	
ALKBH3	71	
COPS2	396	
GABRB3	8	
SPIC	0	
TBATA	0	
SGPL1	115	
FRS2	99	
CCT2	285	
PCBD1	146	
ARIH1	504	
C16orf71	2	
CLMP	78	
SCN3B	77	
COX11	214	
ZNF202	50	
FAM227B	30	
STXBP4	16	
CYYR1	175	
CUL5	362	
MYRFL	5	
PLEKHF1	134	
TMEM100	24	
ANAPC16	677	
SMPD1	168	
APBB1	210	
SYNPO2L	1408	
NUDT13	38	
C11orf65	4	
TRIM44	128	
CCDC182	0	
ILK	628	
TAF10	506	
TPP1	513	
DCHS1	180	
NETO1	1	
MSS51	412	
CYB5A	112	
USP54	608	
RAG1	5	
C11orf74	55	
WDR88	2	
OR10A5	0	
ATP9B	105	
PPFIBP2	162	
MOGAT2	2	
CYB5R2	41	
SERPINB7	0	
KIAA0355	277	
SERPINB8	48	
TUB	87	
RIC3	45	
LMO1	31	
IDH3A	346	
WDR72	42	
CRABP1	1	
XRRA1	137	
RNF169	137	
RPL27A	1155	
ST5	200	
CDYL2	38	
PRTG	13	
CENPN	29	
AKIP1	36	
ATMIN	229	
C16orf46	2	
TMEM41B	119	
LEO1	58	
ZNF143	96	
TMX3	131	
WEE1	81	
MAPK7	81	
PRKCB	61	
HDGFRP3	83	
MCM7	223	
CLEC3A	0	
CCDC68	29	
CLEC4E	45	
ZNF3	157	
CLEC4D	4	
ZSCAN21	41	
RIMKLB	243	
A2ML1	3	
BEAN1	5	
TK2	155	
TMED3	76	
SLC38A8	6	
SEC11C	71	
CPLX4	0	
GALR1	0	
TMEM135	82	
IQCD	7	
NDEL1	303	
CENPV	69	
CDH16	68	
RRAD	1020	
FAM96B	216	
CFAP52	1	
HSP90B1	978	
MC4R	0	
BLCAP	725	
SERPINB12	1	
ATF7IP2	16	
MMP10	0	
TVP23A	61	
NGFRAP1	86	
COG1	192	
PLEKHA7	93	
ZNF606	42	
B2M	5939	
ZNF592	335	
CASC4	351	
HTR3A	1	
NNMT	303	
AP1G1	403	
AGBL1	26	
SLFN5	234	
CATSPER2	38	
KIAA0430	401	
SAAL1	22	
YPEL4	5	
PPIB	343	
LDHC	0	
FAM96A	109	
LDHAL6A	0	
FAM111A	113	
KIAA0101	3	
KIF7	29	
LDHD	214	
PLIN1	1953	
PEX11A	62	
TMEM170A	52	
MESP1	30	
ANPEP	172	
SCNN1G	0	
RBPMS2	144	
NAV2	111	
ANKDD1A	73	
GLYATL1	0	
C18orf54	10	
DCTN5	142	
TERF2IP	252	
PLK1	11	
CLPX	253	
GPR182	1	
ZBTB39	25	
CACNG2	0	
TAC3	2	
MYO1A	0	
CHP2	0	
TMEM194A	57	
OR4D6	0	
NAB2	75	
VPS39	348	
STAT6	777	
PATL1	311	
ELFN2	5	
STX3	152	
MRPL16	159	
PIP4K2C	144	
MTMR10	399	
YWHAB	804	
SCG5	1	
GREM1	23	
NYAP1	2	
TSC22D4	143	
MS4A6E	0	
MS4A7	27	
MS4A14	2	
MS4A5	0	
DIS3L	269	
CCNDBP1	230	
EPB42	13	
TGM6	0	
SMAD3	556	
MS4A8	2	
CCDC178	3	
MS4A15	0	
MAP1A	184	
RCCD1	30	
AKTIP	393	
MAPRE2	451	
MARS	364	
MBD6	344	
CNPY4	26	
PDIA3	647	
NUDT21	242	
NAT16	6	
C15orf43	0	
NKX3-1	25	
SGSM1	53	
DUSP18	15	
TEF	365	
MEI1	3	
B4GALNT2	1	
PBX3	80	
GNGT2	3	
PHB	383	
SNRPD1	83	
TTC16	5	
SUN5	0	
SAMD14	200	
PIP5KL1	7	
BPIFB6	0	
TMEM92	0	
FAM102A	195	
ACSF2	164	
GOLGA2	365	
TRUB2	73	
COQ4	133	
SLC27A4	114	
URM1	152	
CERCAM	112	
DOLPP1	33	
CCDC103	7	
ENDOG	198	
TBC1D21	0	
PRRX2	27	
ISLR2	27	
SP2	134	
PRR15L	11	
COQ7	123	
GPRC5B	660	
CRK	296	
C16orf92	0	
FBXO22	58	
TBC1D2B	268	
NOD2	32	
SNX20	62	
LOXHD1	18	
KATNAL2	29	
HDHD2	104	
ZNF91	134	
IGF2	1077	
RNF214	122	
CDK12	133	
DPEP2	59	
POP5	45	
ENGASE	230	
RBFOX3	4	
CD3D	3	
TBC1D16	229	
ENTHD2	75	
MYO5B	57	
ART5	18	
ACAA2	280	
STIM1	583	
RRM1	205	
OR51E2	15	
TRIM68	66	
MMP26	0	
OR51I1	0	
OR51Q1	0	
FN3K	88	
PRRT2	40	
ZNF23	7	
IRGQ	189	
ZNF226	55	
ZNF180	35	
ZNF668	36	
ZNF646	98	
VKORC1	9	
LPO	3	
CA4	51	
SMG8	38	
TPM4	1222	
RAB8A	112	
GPX4	1046	
JSRP1	647	
KLHL26	66	
GATAD2A	170	
MVD	92	
CDT1	1	
TRAPPC2L	108	
ANKRD11	435	
SPATA33	14	
PROCA1	13	
RPL13	2658	
ZNF641	162	
LALBA	0	
CACNB3	30	
DHRS13	17	
TP53I13	127	
KMT2D	778	
CORO6	1374	
RHEBL1	3	
TUBA1A	656	
TUBA1C	263	
SERTAD3	242	
NCKAP5L	153	
RAB4B	24	
AQP2	2	
GPD1	1967	
PROSER3	27	
CYP2S1	9	
AXL	235	
NFKBID	141	
TMC4	103	
ANKRD33	0	
LAIR1	55	
TTYH1	10	
LENG8	1608	
CDC42EP5	9	
LAIR2	1	
TMEM145	5	
ZNF526	60	
TRAPPC9	278	
NLRP7	0	
ZNF146	274	
ZNF283	9	
SPINT2	83	
YIF1B	64	
DNAAF3	1	
PSCA	0	
ATCAY	1	
LY6D	0	
DAPK3	272	
EEF2	9243	
TMIGD2	0	
CHAF1A	46	
UBXN6	432	
PLIN4	6272	
SEMA6B	175	
ZNF444	123	
NXN	248	
FAM57A	21	
GLOD4	132	
MFSD3	64	
GPT	144	
KIFC2	132	
SLC43A2	213	
SERPINF2	12	
WDR81	137	
SRR	156	
TSR1	311	
TRPV3	33	
HSD11B1L	18	
GGT6	20	
C19orf48	43	
KLK4	30	
KLK2	19	
KLK5	0	
KLK11	0	
KLK13	1	
KRT80	0	
ACER1	0	
OTUB1	221	
RCOR2	5	
ANGPTL4	148	
CD320	112	
SPRYD3	246	
IGFBP6	349	
SOAT2	2	
ZNF558	56	
CABP2	0	
NDUFV1	630	
CDK2AP2	113	
NUDT8	52	
TBX10	0	
PRDX2	769	
OR5I1	0	
ZNF232	15	
MIS12	80	
CD300C	4	
CD300A	34	
TEKT1	2	
HID1	103	
ICT1	74	
ATP5H	645	
TMEM88	26	
EVPL	8	
SRP68	361	
MGAT5B	5	
TMC8	39	
TK1	11	
TMEM68	25	
CYP7A1	1	
GSDMA	0	
KRT24	0	
GHDC	66	
SOST	15	
PRR25	0	
ZNF598	149	
RAB26	8	
MLST8	133	
E4F1	101	
DNASE1L2	5	
ECI1	281	
CASKIN1	47	
ABCA3	125	
KCTD5	78	
SRRM2	4908	
ZNF597	2	
NLRC3	17	
